Readname	Taxonomic_Path	Score	Forward_Mismatch	Reverse_Mismatch	Tree_Number	Node_Number
GU572157.1_53	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_54	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_55	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_56	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_57	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_58	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_59	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_60	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_61	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_62	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_63	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_64	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_65	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_66	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_67	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_68	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_69	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_70	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_71	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_72	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_73	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-41.363675	7.000000	0.000000	0	1091
GU572157.1_74	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_75	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_76	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_77	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_78	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_79	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_80	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_81	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_82	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_83	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_84	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_85	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_86	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_87	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_88	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_89	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_90	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_91	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_92	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_93	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_94	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_95	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_96	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_97	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201266	1.000000	0.000000	0	1098
GU572157.1_98	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-41.363675	7.000000	0.000000	0	1091
GU572157.1_99	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_100	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_101	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_102	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_103	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_104	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_105	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_106	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_107	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_108	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_109	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_110	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_111	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-35.669943	6.000000	0.000000	0	1091
GU572157.1_112	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_113	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-10.697790	0.000000	0.000000	0	1091
GU572157.1_114	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_115	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_116	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	2695
GU572157.1_117	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_118	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_119	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_120	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_121	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_122	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-23.183867	4.000000	0.000000	0	1649
GU572157.1_123	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_124	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_125	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-1.507550	0.000000	0.000000	0	1091
GU572157.1_126	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_127	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_128	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-41.363675	7.000000	0.000000	0	1091
GU572157.1_129	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_130	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-35.669943	6.000000	0.000000	0	1091
GU572157.1_131	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_132	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_133	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588746	3.000000	0.000000	0	1091
GU572157.1_134	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_135	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_136	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_137	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_138	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_139	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_140	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-28.877599	4.000000	0.000000	0	1091
GU572157.1_141	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_142	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-23.183867	3.000000	0.000000	0	1091
GU572157.1_143	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	2695
GU572157.1_144	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-28.877599	4.000000	0.000000	0	1091
GU572157.1_145	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_146	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_147	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_148	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_149	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_150	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_151	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_152	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_153	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_154	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-12.895015	2.000000	0.000000	0	1091
GU572157.1_155	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-52.751140	9.000000	0.000000	0	1091
GU572157.1_156	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-7.201283	1.000000	0.000000	0	1091
GU572157.1_157	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_158	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_159	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_160	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-18.588747	3.000000	0.000000	0	1091
GU572157.1_161	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
GU572157.1_162	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-24.282479	4.000000	0.000000	0	1091
GU572157.1_163	Eukaryota;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria aalge	-29.976211	5.000000	0.000000	0	1091
