Readname	Taxonomic_Path	Score	Forward_Mismatch	Reverse_Mismatch	Tree_Number	Node_Number
KP857443.1_71	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-92.607265	16.000000	0.000000	1	13
KP857443.1_72	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-98.300997	17.000000	0.000000	1	13
KP857443.1_73	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-81.219800	14.000000	0.000000	1	13
KP857443.1_74	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-81.219800	14.000000	0.000000	1	13
KP857443.1_75	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-75.526068	13.000000	0.000000	1	13
KP857443.1_76	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-85.230129	13.000000	0.000000	1	13
KP857443.1_77	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-201.975964	15.000000	0.000000	1	13
KP857443.1_78	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-75.526068	13.000000	0.000000	1	13
KP857443.1_79	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-196.430787	15.000000	0.000000	1	13
KP857443.1_80	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-209.204546	17.000000	0.000000	1	13
KP857443.1_81	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-98.300997	17.000000	0.000000	1	13
KP857443.1_82	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-86.913532	15.000000	0.000000	1	13
KP857443.1_83	Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta elegans	-81.219800	14.000000	0.000000	1	13
